treeid,qlegalstatus,qspecies,qaddress,siteorder,qsiteinfo,qcaretaker,plantdate,age,dbh,plotsize,latitude,longitude,location_2,location
49710,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2841GREENWICH Baker St,1,Sidewalk: Curb side : Cutout,Private,2003,20,10,,37.79741996,-122.4458071,POINT(-122.4458071 37.79741996),POINT(-122.4458071 37.79741996)
52645,DPW Maintained,Maytenus boaria :: Mayten,952 De Haro St,1,Sidewalk: Curb side : Cutout,Private,2006,17,4,3x3,37.75780964,-122.401032,POINT(-122.401032 37.75780964),POINT(-122.401032 37.75780964)
108378,DPW Maintained,Ceanothus 'Ray Hartman' :: California Lilac 'Ray Hartman',358 Edinburgh St,2,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.72342492,-122.4304502,POINT(-122.4304502 37.72342492),POINT(-122.4304502 37.72342492)
22070,DPW Maintained,Lophostemon confertus :: Brisbane Box,2955 03rd St,7,Sidewalk: Curb side : Cutout,Private,2015,8,8,3X3,37.75213556,-122.3875394,POINT(-122.3875394 37.75213556),POINT(-122.3875394 37.75213556)
44209,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',170 Ney St,1,Sidewalk: Curb side : Cutout,Private,2000,23,3,,37.73004535,-122.4268512,POINT(-122.4268512 37.73004535),POINT(-122.4268512 37.73004535)
35361,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,969 Rhode Island St,1,Sidewalk: Curb side : Cutout,Private,1998,25,4,,37.7576061,-122.4017843,POINT(-122.4017843 37.7576061),POINT(-122.4017843 37.7576061)
261998,Planning Code 138.1 required,Platanus x hispanica :: Sycamore: London Plane,607X Florida St,4,Sidewalk: Curb side : Cutout,Private,2020,3,3,4x4,37.76159237,-122.4110119,POINT(-122.4110119 37.76159237),POINT(-122.4110119 37.76159237)
256670,Permitted Site,Olea europaea 'Wilsonii' :: Wilson Olive Semi-fruitless,2115 Larkin St,,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.79725217,-122.4204155,POINT(-122.4204155 37.79725217),POINT(-122.4204155 37.79725217)
147647,DPW Maintained,Cassia leptophylla :: Gold Medallion Tree,605 16th Ave,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 4ft,37.77657635,-122.4748883,POINT(-122.4748883 37.77657635),POINT(-122.4748883 37.77657635)
124813,DPW Maintained,Acacia melanoxylon :: Blackwood Acacia,3434 Baker St,2,Sidewalk: Curb side : Yard,Private,2019,4,3,Width 3ft,37.80278415,-122.4467427,POINT(-122.4467427 37.80278415),POINT(-122.4467427 37.80278415)
46787,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,42 Tingley St,1,Sidewalk: Curb side : Cutout,Private,2002,21,8,,37.72874803,-122.4327165,POINT(-122.4327165 37.72874803),POINT(-122.4327165 37.72874803)
34814,DPW Maintained,Leptospermum scoparium :: New Zealand Tea Tree,485 39th Ave,1,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.77978868,-122.4998264,POINT(-122.4998264 37.77978868),POINT(-122.4998264 37.77978868)
97688,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,290X Granada Ave,1,Sidewalk: Curb side : Cutout,Private,2003,20,5,3x3,37.72372592,-122.4570868,POINT(-122.4570868 37.72372592),POINT(-122.4570868 37.72372592)
54185,DPW Maintained,Corymbia ficifolia :: Red Flowering Gum,1526 Kirkwood Ave,1,Sidewalk: Curb side : Cutout,Private,1972,51,30,4x4,37.73745022,-122.3885432,POINT(-122.3885432 37.73745022),POINT(-122.3885432 37.73745022)
31226,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,2598 14th Ave,1,Sidewalk: Curb side : Cutout,Private,1995,28,6,,37.73974288,-122.469912,POINT(-122.469912 37.73974288),POINT(-122.469912 37.73974288)
44181,DPW Maintained,Pittosporum undulatum :: Victorian Box,3731 Scott St,1,Sidewalk: Curb side : Cutout,Private,2000,23,8,,37.80435416,-122.4421061,POINT(-122.4421061 37.80435416),POINT(-122.4421061 37.80435416)
62606,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',818 37th Ave,1,Sidewalk: Curb side : Cutout,Private,1986,37,11,,37.77346381,-122.4970752,POINT(-122.4970752 37.77346381),POINT(-122.4970752 37.77346381)
91462,DPW Maintained,Agonis flexuosa :: Peppermint Willow,1001 Greenwich St,1,Sidewalk: Curb side : Cutout,Private,2009,14,8,3x3,37.80137184,-122.4164921,POINT(-122.4164921 37.80137184),POINT(-122.4164921 37.80137184)
210103,Permitted Site,Melaleuca quinquenervia :: Cajeput,1375 16th Ave,2,Sidewalk: Curb side : Cutout,Private,2009,14,6,Width 3ft,37.76230983,-122.4739077,POINT(-122.4739077 37.76230983),POINT(-122.4739077 37.76230983)
220574,DPW Maintained,Olea europaea :: Olive Tree,45 Homestead St,1,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 3ft,37.75020202,-122.4394139,POINT(-122.4394139 37.75020202),POINT(-122.4394139 37.75020202)
54866,Permitted Site,Pittosporum undulatum :: Victorian Box,1849 Hayes St,1,Sidewalk: Curb side : Cutout,Private,1972,51,17,3x3,37.77376549,-122.4468603,POINT(-122.4468603 37.77376549),POINT(-122.4468603 37.77376549)
36946,DPW Maintained,Cupaniopsis anacardioides :: Carrotwood,165 03rd Ave,2,Sidewalk: Curb side : Cutout,Private,1998,25,7,,37.78560515,-122.4614794,POINT(-122.4614794 37.78560515),POINT(-122.4614794 37.78560515)
41106,DPW Maintained,Pittosporum undulatum :: Victorian Box,32 Clayton St,1,Sidewalk: Curb side : Cutout,Private,1999,24,4,,37.77495885,-122.4495427,POINT(-122.4495427 37.77495885),POINT(-122.4495427 37.77495885)
87856,Permitted Site,Ginkgo biloba 'Autumn Gold' :: Ginkgo: Autumn Gold,330X Noe St,2,Sidewalk: Curb side : Cutout,Private,2008,15,3,3x3,37.76362899,-122.4333103,POINT(-122.4333103 37.76362899),POINT(-122.4333103 37.76362899)
59279,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',2206 Vallejo St,1,Sidewalk: Curb side : Cutout,Private,1980,43,15,,37.79546445,-122.433772,POINT(-122.433772 37.79546445),POINT(-122.433772 37.79546445)
66360,DPW Maintained,Maytenus boaria :: Mayten,2785 Union St,1,Sidewalk: Curb side : Cutout,Private,1990,33,9,,37.79580393,-122.4451489,POINT(-122.4451489 37.79580393),POINT(-122.4451489 37.79580393)
52981,DPW Maintained,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',839 North Point St,2,Sidewalk: Curb side : Cutout,Private,2007,16,4,,37.80556091,-122.4210876,POINT(-122.4210876 37.80556091),POINT(-122.4210876 37.80556091)
44073,DPW Maintained,Lophostemon confertus :: Brisbane Box,1350 Lake St,1,Sidewalk: Curb side : Cutout,Private,2000,23,11,,37.78633014,-122.4741488,POINT(-122.4741488 37.78633014),POINT(-122.4741488 37.78633014)
94683,DPW Maintained,Pittosporum crassifolium :: Karo Tree,1496 La Playa,1,Sidewalk: Curb side : Cutout,Private,2010,13,2,3x3,37.75857992,-122.5089435,POINT(-122.5089435 37.75857992),POINT(-122.5089435 37.75857992)
33644,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,491 Linden St,1,Sidewalk: Curb side : Cutout,Private,1996,27,15,,37.7759951,-122.4259544,POINT(-122.4259544 37.7759951),POINT(-122.4259544 37.7759951)
209828,Permitted Site,Metrosideros excelsa :: New Zealand Xmas Tree,1282 07th Ave,1,Sidewalk: Curb side : Cutout,Private,1972,51,18,Width 3ft,37.76453164,-122.4641068,POINT(-122.4641068 37.76453164),POINT(-122.4641068 37.76453164)
97118,Permitted Site,Myoporum laetum :: Myoporum,1151 Taraval St,1,Sidewalk: Curb side : Cutout,Private,2014,9,15,3x3,37.74276775,-122.478566,POINT(-122.478566 37.74276775),POINT(-122.478566 37.74276775)
40020,DPW Maintained,Rhaphiolepis Majestic Beauty :: Indian Hawthorn  'Majestic Beau',14 Latona St,1,Sidewalk: Curb side : Cutout,Private,1999,24,4,,37.73204468,-122.3925337,POINT(-122.3925337 37.73204468),POINT(-122.3925337 37.73204468)
108909,Permitted Site,Melaleuca quinquenervia :: Cajeput,463 Ellsworth St,1,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.73759977,-122.4145746,POINT(-122.4145746 37.73759977),POINT(-122.4145746 37.73759977)
22966,DPW Maintained,Platanus x hispanica :: Sycamore: London Plane,535 Valencia St,1,Sidewalk: Curb side : Cutout,Private,2010,13,3,3x3,37.76426987,-122.4217218,POINT(-122.4217218 37.76426987),POINT(-122.4217218 37.76426987)
237551,DPW Maintained,Leptospermum laevigatum :: Australian Tea Tree,102 Hancock St,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 3ft,37.76040955,-122.4306894,POINT(-122.4306894 37.76040955),POINT(-122.4306894 37.76040955)
242231,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,4388 17th St,2,Sidewalk: Curb side : Cutout,Private,2018,5,3,Width 3ft,37.76208312,-122.4428817,POINT(-122.4428817 37.76208312),POINT(-122.4428817 37.76208312)
95846,DPW Maintained,Lophostemon confertus :: Brisbane Box,35 Stanford St,1,Sidewalk: Curb side : Cutout,Private,2011,12,3,3x3,37.78097043,-122.3919884,POINT(-122.3919884 37.78097043),POINT(-122.3919884 37.78097043)
84793,DPW Maintained,Lophostemon confertus :: Brisbane Box,308 Townsend St,2,Sidewalk: Curb side : Cutout,Private,2007,16,11,,37.77702586,-122.3952571,POINT(-122.3952571 37.77702586),POINT(-122.3952571 37.77702586)
109689,DPW Maintained,Lagunaria patersonii :: Primrose Tree,836 Russia Ave,1,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.71819026,-122.4302137,POINT(-122.4302137 37.71819026),POINT(-122.4302137 37.71819026)
92414,DPW Maintained,Prunus cerasifera :: Cherry Plum,2780 36th Ave,1,Sidewalk: Curb side : Cutout,Private,2009,14,2,3x3,37.7352069,-122.4933566,POINT(-122.4933566 37.7352069),POINT(-122.4933566 37.7352069)
156498,Permitted Site,Podocarpus gracilor :: Fern Pine,414 Andover St,1,Sidewalk: Curb side : Cutout,Private,2018,5,3,3x3,37.73803421,-122.4166238,POINT(-122.4166238 37.73803421),POINT(-122.4166238 37.73803421)
45590,DPW Maintained,Lyonothamnus floribundus subsp. asplenifolius :: Santa Cruz Ironwood,1759 34th Ave,1,Sidewalk: Curb side : Cutout,Private,2001,22,7,,37.75426253,-122.492676,POINT(-122.492676 37.75426253),POINT(-122.492676 37.75426253)
107226,DPW Maintained,Lophostemon confertus :: Brisbane Box,800 Presidio Ave,4,Sidewalk: Curb side : Cutout,Private,2014,9,3,3x3,37.78444802,-122.4043075,POINT(-122.4043075 37.78444802),POINT(-122.4043075 37.78444802)
62220,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,349 Capistrano Ave,1,Sidewalk: Curb side : Cutout,Private,1985,38,8,,37.72606613,-122.4383791,POINT(-122.4383791 37.72606613),POINT(-122.4383791 37.72606613)
47676,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,434 Pennsylvania Ave,1,Sidewalk: Curb side : Cutout,Private,2002,21,6,,37.76096254,-122.3935686,POINT(-122.3935686 37.76096254),POINT(-122.3935686 37.76096254)
111043,DPW Maintained,Laurus x 'Saratoga' :: Hybrid Laurel,2144 Ulloa St,1,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.74112977,-122.4795778,POINT(-122.4795778 37.74112977),POINT(-122.4795778 37.74112977)
22222,Permitted Site,Pyrus calleryana 'Aristocrat' :: Aristocrat Callery Pear,4301 03rd St,4,Sidewalk: Curb side : Cutout,Private,2012,11,3,3x3,37.73842162,-122.3892094,POINT(-122.3892094 37.73842162),POINT(-122.3892094 37.73842162)
98582,DPW Maintained,Syagrus romanzoffianum :: Queen Palm,1X Palm Ave,1,Sidewalk: Curb side : Cutout,Private,2012,11,12,3x3,37.78566141,-122.4581413,POINT(-122.4581413 37.78566141),POINT(-122.4581413 37.78566141)
95343,Permitted Site,Platanus x hispanica :: Sycamore: London Plane,855 Battery St,6,Sidewalk: Curb side : Cutout,Private,2011,12,7,4x4,37.79909187,-122.4012351,POINT(-122.4012351 37.79909187),POINT(-122.4012351 37.79909187)
15714,Permitted Site,Tristaniopsis laurina :: Swamp Myrtle,4357X Mission St,6,Sidewalk: Curb side : Cutout,Private,1995,28,6,3x3,37.72759546,-122.4323786,POINT(-122.4323786 37.72759546),POINT(-122.4323786 37.72759546)
253250,Significant Tree,Cupressus macrocarpa :: Monterey Cypress,99X Lopez Ave,1,Front Yard : Yard,Private,2018,5,3,10x10,37.74676427,-122.4633272,POINT(-122.4633272 37.74676427),POINT(-122.4633272 37.74676427)
147764,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,215 07th Ave,1,Sidewalk: Curb side : Cutout,Private,2021,2,3,Width 4ft,37.78444254,-122.465685,POINT(-122.465685 37.78444254),POINT(-122.465685 37.78444254)
42166,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,354 05th St,5,Sidewalk: Curb side : Cutout,Private,2000,23,4,,37.77949374,-122.4025987,POINT(-122.4025987 37.77949374),POINT(-122.4025987 37.77949374)
30662,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1 McCoppin St,2,Sidewalk: Curb side : Cutout,Private,2003,20,2,,37.77160596,-122.4206915,POINT(-122.4206915 37.77160596),POINT(-122.4206915 37.77160596)
59607,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,1069 Tennessee St,1,Sidewalk: Curb side : Cutout,Private,1981,42,17,,37.75837779,-122.3891887,POINT(-122.3891887 37.75837779),POINT(-122.3891887 37.75837779)
50200,DPW Maintained,Schinus terebinthifolius :: Brazilian Pepper,582 24th Ave,1,Sidewalk: Curb side : Cutout,Private,2003,20,8,3x4,37.7785524,-122.4834707,POINT(-122.4834707 37.7785524),POINT(-122.4834707 37.7785524)
63551,DPW Maintained,Ficus microcarpa nitida 'Green Gem' :: Indian Laurel Fig Tree 'Green Gem',222 Mason St,1,Sidewalk: Curb side : Cutout,Private,1987,36,11,,37.78543716,-122.4094397,POINT(-122.4094397 37.78543716),POINT(-122.4094397 37.78543716)
22074,DPW Maintained,Lophostemon confertus :: Brisbane Box,3101 03rd St,2,Sidewalk: Curb side : Cutout,Private,1997,26,3,3X3,37.74924788,-122.3873296,POINT(-122.3873296 37.74924788),POINT(-122.3873296 37.74924788)
115624,Undocumented,Ginkgo biloba :: Maidenhair Tree,100x CAROLINA ST,5,Sidewalk: Curb side : Cutout,Private,2016,7,3,3x3,37.7674443,-122.4009268,POINT(-122.4009268 37.7674443),POINT(-122.4009268 37.7674443)
79257,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,571 35th Ave,1,Front Yard : Cutout,Private,2007,16,11,3x3,37.77825788,-122.4954405,POINT(-122.4954405 37.77825788),POINT(-122.4954405 37.77825788)
99379,DPW Maintained,Laurus nobilis :: Sweet Bay: Grecian Laurel,1590 Yosemite Ave,2,Sidewalk: Curb side : Cutout,Private,2012,11,1,3x3,37.72641898,-122.3906398,POINT(-122.3906398 37.72641898),POINT(-122.3906398 37.72641898)
42159,DPW Maintained,Metrosideros excelsa :: New Zealand Xmas Tree,683 21st Ave,2,Sidewalk: Curb side : Cutout,Private,2000,23,7,,37.77490888,-122.4801444,POINT(-122.4801444 37.77490888),POINT(-122.4801444 37.77490888)
115751,Significant Tree,Acer rubrum :: Red Maple,100 Yerba Buena Ave,3,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.736647,-122.4627469,POINT(-122.4627469 37.736647),POINT(-122.4627469 37.736647)
91795,Permitted Site,Platanus x hispanica 'Yarwood' :: Yarwood Sycamore,500x Harrison St,1,Sidewalk: Curb side : Cutout,Private,2007,16,3,3x3,37.78607891,-122.3930204,POINT(-122.3930204 37.78607891),POINT(-122.3930204 37.78607891)
108974,Permitted Site,Olea europaea :: Olive Tree,3059 25th St,1,Sidewalk: Curb side : Cutout,Private,2015,8,3,3x3,37.75095515,-122.4111161,POINT(-122.4111161 37.75095515),POINT(-122.4111161 37.75095515)
38065,DPW Maintained,Liquidambar styraciflua :: American Sweet Gum,2613 Post St,1,Sidewalk: Curb side : Cutout,Private,1998,25,6,,37.78350531,-122.4453923,POINT(-122.4453923 37.78350531),POINT(-122.4453923 37.78350531)
5160,DPW Maintained,Pittosporum undulatum :: Victorian Box,285 Divisadero St,2,Sidewalk: Curb side : Cutout,Private,2007,16,3,2X3,37.77187689,-122.4372836,POINT(-122.4372836 37.77187689),POINT(-122.4372836 37.77187689)
65791,DPW Maintained,Prunus serrulata 'Kwanzan' :: Kwanzan Flowering Cherry,523 Paris St,1,Sidewalk: Curb side : Cutout,Private,1990,33,7,,37.72041277,-122.435813,POINT(-122.435813 37.72041277),POINT(-122.435813 37.72041277)
37611,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,1451 Balboa St,3,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.77667839,-122.474478,POINT(-122.474478 37.77667839),POINT(-122.474478 37.77667839)
95277,DPW Maintained,Myoporum laetum :: Myoporum,554 06th Ave,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,5x7,37.77805105,-122.4639907,POINT(-122.4639907 37.77805105),POINT(-122.4639907 37.77805105)
41533,Permitted Site,Lophostemon confertus :: Brisbane Box,775X 02nd St,9,Sidewalk: Curb side : Cutout,Private,2000,23,6,3x3,37.77998037,-122.3892996,POINT(-122.3892996 37.77998037),POINT(-122.3892996 37.77998037)
74559,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,465 Missouri St,4,Sidewalk: Curb side : Cutout,Private,2010,13,1,3x3,37.76029068,-122.3962109,POINT(-122.3962109 37.76029068),POINT(-122.3962109 37.76029068)
160553,DPW Maintained,Zelkova serrata :: Sawleaf Zelkova,490 France Ave,1,Sidewalk: Curb side : Cutout,Private,2017,6,3,Width 0ft,37.71808416,-122.4345491,POINT(-122.4345491 37.71808416),POINT(-122.4345491 37.71808416)
262458,DPW Maintained,Tristaniopsis laurina :: Swamp Myrtle,236 Cayuga Ave,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,Width 2ft,37.730479,-122.433675,POINT(-122.433675 37.730479),POINT(-122.433675 37.730479)
65925,DPW Maintained,Pittosporum undulatum :: Victorian Box,80 Palm Ave,1,Sidewalk: Curb side : Cutout,Private,1990,33,11,,37.78429729,-122.4578477,POINT(-122.4578477 37.78429729),POINT(-122.4578477 37.78429729)
37188,DPW Maintained,Pittosporum undulatum :: Victorian Box,1486 30th Ave,2,Sidewalk: Curb side : Cutout,Private,1998,25,5,,37.75962533,-122.4885786,POINT(-122.4885786 37.75962533),POINT(-122.4885786 37.75962533)
43088,DPW Maintained,Grevillea 'Red Hooks' :: Silk Oak Tree 'Red Hooks',240 Jones St,2,Sidewalk: Curb side : Cutout,Private,2000,23,14,,37.78360956,-122.4124464,POINT(-122.4124464 37.78360956),POINT(-122.4124464 37.78360956)
62589,DPW Maintained,Cordyline australis :: Dracena Palm,3608 Balboa St,1,Sidewalk: Curb side : Cutout,Private,1986,37,5,,37.77577929,-122.4975876,POINT(-122.4975876 37.77577929),POINT(-122.4975876 37.77577929)
68347,DPW Maintained,Prunus cerasifera :: Cherry Plum,479 21st Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,10,,37.77876541,-122.4804205,POINT(-122.4804205 37.77876541),POINT(-122.4804205 37.77876541)
44327,Permitted Site,Acacia baileyana :: Bailey's Acacia,1586 Shrader St,1,Sidewalk: Curb side : Cutout,Private,2001,22,8,2x3,37.7603454,-122.450243,POINT(-122.450243 37.7603454),POINT(-122.450243 37.7603454)
61065,DPW Maintained,Pittosporum tenuifolium :: Tawhiwhi Pittosporum,2941 Broderick St,1,Sidewalk: Curb side : Cutout,Private,1983,40,14,,37.79754802,-122.4441468,POINT(-122.4441468 37.79754802),POINT(-122.4441468 37.79754802)
34934,DPW Maintained,Cinnamomum camphora :: Camphor Tree,2263 Greenwich St,1,Sidewalk: Curb side : Cutout,Private,1997,26,4,,37.79876084,-122.4369063,POINT(-122.4369063 37.79876084),POINT(-122.4369063 37.79876084)
50551,DPW Maintained,Prunus cerasifera :: Cherry Plum,2745 Golden Gate Ave,1,Sidewalk: Curb side : Cutout,Private,2003,20,4,,37.77688228,-122.4558004,POINT(-122.4558004 37.77688228),POINT(-122.4558004 37.77688228)
68690,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,186 12th Ave,1,Sidewalk: Curb side : Cutout,Private,1993,30,6,,37.7848182,-122.4709317,POINT(-122.4709317 37.7848182),POINT(-122.4709317 37.7848182)
117614,DPW Maintained,Lophostemon confertus :: Brisbane Box,345 Stockton St,2,Sidewalk: Curb side : Cutout,Private,2016,7,3,5x5,37.78891971,-122.4069512,POINT(-122.4069512 37.78891971),POINT(-122.4069512 37.78891971)
246204,Permitted Site,Ligustrum lucidum :: Glossy Privet,52 Delmar St,1,Sidewalk: Curb side : Cutout,Private,1979,44,12,Width 0ft,37.768153,-122.4456663,POINT(-122.4456663 37.768153),POINT(-122.4456663 37.768153)
24866,DPW Maintained,Acer rubrum :: Red Maple,2675 San Bruno Ave,1,Sidewalk: Curb side : Cutout,Private,1996,27,3,3X3,37.7279941,-122.4036522,POINT(-122.4036522 37.7279941),POINT(-122.4036522 37.7279941)
195,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,290X Noe St,1,Sidewalk: Curb side : Cutout,Private,2011,12,3,3x3,37.76444171,-122.4331954,POINT(-122.4331954 37.76444171),POINT(-122.4331954 37.76444171)
88563,DPW Maintained,Caryota maxima 'Himalaya' :: Himalayan Fishtail Palm,2100 Bay St,2,Sidewalk: Curb side : Cutout,Private,2008,15,14,3x3,37.80208546,-122.4418366,POINT(-122.4418366 37.80208546),POINT(-122.4418366 37.80208546)
117954,DPW Maintained,Jacaranda mimosifolia :: Jacaranda,75 Bridgeview Dr,,Sidewalk: Curb side : Cutout,Private,2016,7,3,2.5x3,37.73472568,-122.3947876,POINT(-122.3947876 37.73472568),POINT(-122.3947876 37.73472568)
51593,DPW Maintained,Liriodendron tulipifera :: Tulip Tree,1960 Hayes St,1,Sidewalk: Curb side : Cutout,Private,2010,13,1,3x3,37.77368923,-122.4485667,POINT(-122.4485667 37.77368923),POINT(-122.4485667 37.77368923)
31677,DPW Maintained,Pittosporum undulatum :: Victorian Box,246 Munich St,1,Sidewalk: Curb side : Cutout,Private,1995,28,9,,37.72172532,-122.4262694,POINT(-122.4262694 37.72172532),POINT(-122.4262694 37.72172532)
142830,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,1651 POLK ST,1,Sidewalk: Curb side : Cutout,Private,1980,43,2,Width 0ft,37.79213053,-122.4210841,POINT(-122.4210841 37.79213053),POINT(-122.4210841 37.79213053)
66349,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,201 Harrison St,1,Sidewalk: Curb side : Cutout,Private,1992,31,3,,37.78759877,-122.3908531,POINT(-122.3908531 37.78759877),POINT(-122.3908531 37.78759877)
43856,DPW Maintained,Prunus cerasifera :: Cherry Plum,2770 36th Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,4,,37.73541798,-122.4933732,POINT(-122.4933732 37.73541798),POINT(-122.4933732 37.73541798)
23031,DPW Maintained,Lophostemon confertus :: Brisbane Box,938 Valencia St,1,Sidewalk: Curb side : Cutout,Private,1992,31,25,3X3,37.75785207,-122.4213291,POINT(-122.4213291 37.75785207),POINT(-122.4213291 37.75785207)
39272,DPW Maintained,Tristaniopsis laurina 'Elegant' :: Small-leaf Tristania 'Elegant',2740 Green St,2,Sidewalk: Curb side : Cutout,Private,2015,8,3,,37.79507476,-122.4442862,POINT(-122.4442862 37.79507476),POINT(-122.4442862 37.79507476)
52945,DPW Maintained,Arbutus 'Marina' :: Hybrid Strawberry Tree,88 Rudden Ave,1,Sidewalk: Curb side : Cutout,Private,2006,17,10,,37.7245575,-122.4421167,POINT(-122.4421167 37.7245575),POINT(-122.4421167 37.7245575)
117443,DPW Maintained,Olea europaea :: Olive Tree,134 Vienna St,1,Sidewalk: Curb side : Cutout,Private,2016,7,3,,37.72614785,-122.4262291,POINT(-122.4262291 37.72614785),POINT(-122.4262291 37.72614785)
114550,DPW Maintained,Ginkgo biloba :: Maidenhair Tree,455 Mariposa St,3,Sidewalk: Curb side : Cutout,Private,2015,8,1,,37.76429145,-122.3882845,POINT(-122.3882845 37.76429145),POINT(-122.3882845 37.76429145)
261074,DPW Maintained,Afrocarpus gracilior :: Fern Pine,545 Thornton Ave,1,Sidewalk: Curb side : Cutout,Private,2019,4,3,4x6,37.73156974,-122.3993832,POINT(-122.3993832 37.73156974),POINT(-122.3993832 37.73156974)
55307,DPW Maintained,Callistemon citrinus :: Lemon Bottlebrush,2770 Franklin St,1,Sidewalk: Curb side : Cutout,Private,2012,11,2,,37.80006887,-122.4258822,POINT(-122.4258822 37.80006887),POINT(-122.4258822 37.80006887)
42714,DPW Maintained,Pyrus kawakamii :: Evergreen Pear,419 Thornton Ave,1,Sidewalk: Curb side : Cutout,Private,2000,23,11,,37.73132083,-122.3972461,POINT(-122.3972461 37.73132083),POINT(-122.3972461 37.73132083)
61347,DPW Maintained,Magnolia grandiflora :: Southern Magnolia,3323 Washington St,1,Sidewalk: Curb side : Cutout,Private,1984,39,5,,37.78983223,-122.4477765,POINT(-122.4477765 37.78983223),POINT(-122.4477765 37.78983223)
